dataset,method,family,seed,n_total,n_train,n_test,d,host,pid,rss_start_mb,rmse_test,mae_test,r2_test,nrmse_test,n_fits,fit_time_s,best_hp,used_defaults,used_constant_predictor,error,rss_peak_mb,rss_end_mb,rss_advisory_exceeded
sarcos,xgboost,tree,4,2500,2000,500,21,5129-185601-qvgdtemg-172-21-0-50,391234,351.83203125,5.540798731844082,3.700183104770757,0.9188239678341508,0.2766615506108733,49,52.20325435699942,"{'max_depth': 3, 'learning_rate': 0.11318001520954359, 'subsample': 0.5019480814711449, 'colsample_bytree': 0.8586650007007778, 'colsample_bylevel': 0.954428260912081, 'min_child_weight': 0.008478543505949161, 'reg_alpha': 0.00037298274075841674, 'reg_lambda': 8.673274745749685e-06, 'gamma': 0.00013863587395721193}",False,False,,416.1484375,416.1484375,False
grid_stability,xgboost,tree,2,2500,2000,500,12,5129-185601-qvgdtemg-172-21-0-50,391198,366.609375,0.0107017185562122,0.0080765843394532,0.9105546556372196,0.2925283840988484,94,41.61083634700026,"{'max_depth': 5, 'learning_rate': 0.027378592124309004, 'subsample': 0.6281567788470476, 'colsample_bytree': 0.5996361791321394, 'colsample_bylevel': 0.8641800189743492, 'min_child_weight': 1.176856832902905e-06, 'reg_alpha': 5.982084998291471e-06, 'reg_lambda': 7.20685983413143, 'gamma': 1.0441791511065042e-06}",False,False,,491.21875,430.58984375,False
grid_stability,xgboost,tree,3,2500,2000,500,12,5129-185601-qvgdtemg-172-21-0-50,391200,396.265625,0.0094613319587006,0.0071123506291868,0.926243875565152,0.256818088752267,49,37.498959592000574,"{'max_depth': 6, 'learning_rate': 0.024196806938612272, 'subsample': 0.5716364599028613, 'colsample_bytree': 0.9754305388598046, 'colsample_bylevel': 0.8609032536137501, 'min_child_weight': 22.914993812152446, 'reg_alpha': 0.015198408639930952, 'reg_lambda': 1.855523160471551e-07, 'gamma': 2.7996635378748378e-05}",False,False,,421.5390625,401.390625,False
abalone,xgboost,tree,2,2500,2000,500,10,5129-185601-qvgdtemg-172-21-0-50,391189,414.32421875,2.333419958387442,1.6195899477005005,0.5258514618809816,0.7274949523186729,76,30.826849748999848,"{'max_depth': 4, 'learning_rate': 0.006766281883139257, 'subsample': 0.7537575742707732, 'colsample_bytree': 0.9577557392872041, 'colsample_bylevel': 0.9651164952419353, 'min_child_weight': 7.464740949256344e-05, 'reg_alpha': 1.2825909474769555e-05, 'reg_lambda': 0.03699820809609572, 'gamma': 0.09863364402927854}",False,False,,469.21484375,430.0390625,False
kings_county,xgboost,tree,3,2500,2000,500,132,5129-185601-qvgdtemg-172-21-0-50,391161,353.25390625,115581.1203865744,72039.1889375,0.8734171586248423,0.3482691720366611,58,54.60942574700039,"{'max_depth': 3, 'learning_rate': 0.033645038546581504, 'subsample': 0.7393369223694155, 'colsample_bytree': 0.8453440260679032, 'colsample_bylevel': 0.598643827782414, 'min_child_weight': 1.2065721285399627e-06, 'reg_alpha': 0.00033294262216766464, 'reg_lambda': 0.014253501031848283, 'gamma': 9.46509960085545e-05}",False,False,,411.41796875,411.41796875,False
space_ga,xgboost,tree,1,2500,2000,500,6,5129-185601-qvgdtemg-172-21-0-50,391207,434.234375,0.1156026886411004,0.0861618406993654,0.6634007700213742,0.569934097753471,55,15.496359867999672,"{'max_depth': 2, 'learning_rate': 0.10611187845518492, 'subsample': 0.7695739848621123, 'colsample_bytree': 0.5285569361556871, 'colsample_bylevel': 0.7980104058056408, 'min_child_weight': 3.235482288999966e-07, 'reg_alpha': 0.00018148025408715662, 'reg_lambda': 0.0002625354943355119, 'gamma': 0.00013852585997058917}",False,False,,436.69140625,436.69140625,False
white_wine,xgboost,tree,3,2500,2000,500,11,5129-185601-qvgdtemg-172-21-0-50,391156,386.1875,0.6442605807837772,0.4871771669387817,0.4608758332876349,0.7367460047963136,52,37.41298077299962,"{'max_depth': 9, 'learning_rate': 0.003963513314909794, 'subsample': 0.8582818440309161, 'colsample_bytree': 0.5988186551434889, 'colsample_bylevel': 0.8390519740193306, 'min_child_weight': 1.1364921860971777, 'reg_alpha': 0.0015648820166901812, 'reg_lambda': 3.060924078318581e-07, 'gamma': 0.00023098819757625977}",False,False,,451.078125,451.078125,False
student_performance_por,xgboost,tree,4,649,519,130,56,5129-185601-qvgdtemg-172-21-0-50,391233,406.98828125,2.6557378593404843,2.047591220415556,0.3588543509979022,0.8284678104353516,70,5.165361065999605,"{'max_depth': 3, 'learning_rate': 0.02536710337954733, 'subsample': 0.6069647724622323, 'colsample_bytree': 0.7685005552066557, 'colsample_bylevel': 0.7031904615806968, 'min_child_weight': 4.148260988565933e-06, 'reg_alpha': 0.03486309317508154, 'reg_lambda': 2.2739278035671666, 'gamma': 3.7547719039716316e-07}",False,False,,406.9921875,406.99609375,False
miami_housing,xgboost,tree,1,2500,2000,500,15,5129-185601-qvgdtemg-172-21-0-50,391223,353.734375,104533.6140901142,52967.759015625,0.9139314970722624,0.3370374084219938,79,56.78532651900059,"{'max_depth': 5, 'learning_rate': 0.008357628479366903, 'subsample': 0.5013066650053335, 'colsample_bytree': 0.9832985778146378, 'colsample_bylevel': 0.7476013910063986, 'min_child_weight': 1.0529405363441243e-06, 'reg_alpha': 4.753439639486429e-05, 'reg_lambda': 0.00013293447412177854, 'gamma': 0.12982891094832197}",False,False,,434.125,434.125,False
miami_housing,xgboost,tree,0,2500,2000,500,15,5129-185601-qvgdtemg-172-21-0-50,391230,353.72265625,104176.10594354948,53708.59053125,0.9028450841897098,0.3293055992041943,64,57.40742536299968,"{'max_depth': 4, 'learning_rate': 0.01184105781495448, 'subsample': 0.6954368064165246, 'colsample_bytree': 0.7368650420521042, 'colsample_bylevel': 0.9570796470497822, 'min_child_weight': 3.288449799236501e-06, 'reg_alpha': 1.2239908090332453e-05, 'reg_lambda': 5.346296807636914e-07, 'gamma': 1.488182056425273}",False,False,,457.95703125,427.58984375,False
auction_verification,xgboost,tree,2,2043,1634,409,16,5129-185601-qvgdtemg-172-21-0-50,391204,402.07421875,405.37162979549225,226.45151471582355,0.9985840271951648,0.0394703491967749,112,37.358837992999725,"{'max_depth': 6, 'learning_rate': 0.18550580003107225, 'subsample': 0.9206963845779845, 'colsample_bytree': 0.8299597459701712, 'colsample_bylevel': 0.8508831397576976, 'min_child_weight': 1.1242842920594806e-05, 'reg_alpha': 0.003988482445920863, 'reg_lambda': 1.3117269917943861, 'gamma': 0.09565018919566054}",False,False,,450.90234375,431.2421875,False
cpu_activity,xgboost,tree,2,2500,2000,500,21,5129-185601-qvgdtemg-172-21-0-50,391206,352.2734375,2.298577589676046,1.6677122816741468,0.9868425733384228,0.1190783481430015,73,58.48200166299921,"{'max_depth': 4, 'learning_rate': 0.02132602946448814, 'subsample': 0.7436466539103299, 'colsample_bytree': 0.8927994853020662, 'colsample_bylevel': 0.8073657797606499, 'min_child_weight': 0.007193387221761568, 'reg_alpha': 0.09599145322933839, 'reg_lambda': 0.15130342964664423, 'gamma': 0.0036742585764361667}",False,False,,443.296875,397.8515625,False
red_wine,xgboost,tree,2,1599,1279,320,11,5129-185601-qvgdtemg-172-21-0-50,391157,406.55078125,0.6229742237794307,0.4773587226867676,0.418913002153163,0.7741366111349042,34,13.66094108499965,"{'max_depth': 11, 'learning_rate': 0.039820747746492344, 'subsample': 0.6420426138892437, 'colsample_bytree': 0.9914275052889774, 'colsample_bylevel': 0.935635542031273, 'min_child_weight': 0.005531016013703799, 'reg_alpha': 0.00030695333620981883, 'reg_lambda': 0.0012216025761372382, 'gamma': 0.74183849001008}",False,False,,424.8359375,424.84765625,False
sarcos,xgboost,tree,3,2500,2000,500,21,5129-185601-qvgdtemg-172-21-0-50,391215,351.54296875,4.650236289607983,3.1699254732119293,0.950239518469917,0.2363835294477774,52,59.14336758799982,"{'max_depth': 3, 'learning_rate': 0.029454588615352086, 'subsample': 0.6181253404269986, 'colsample_bytree': 0.8287312863568012, 'colsample_bylevel': 0.949797093952088, 'min_child_weight': 0.0013066116878871093, 'reg_alpha': 1.4284178140372519e-05, 'reg_lambda': 1.010215590518237e-06, 'gamma': 4.836555053732906e-07}",False,False,,433.46875,430.61328125,False
grid_stability,xgboost,tree,4,2500,2000,500,12,5129-185601-qvgdtemg-172-21-0-50,391167,401.5,0.0099089655812793,0.0075756926925683,0.9252938760505726,0.2716995961749169,76,42.80239766700015,"{'max_depth': 4, 'learning_rate': 0.060390782427672915, 'subsample': 0.781860227322589, 'colsample_bytree': 0.9875108128999499, 'colsample_bylevel': 0.8362725795568339, 'min_child_weight': 0.00010031250993184234, 'reg_alpha': 2.4402461547311634e-07, 'reg_lambda': 0.45952661724361843, 'gamma': 3.6707484703071773e-07}",False,False,,406.03125,406.03125,False
student_performance_por,xgboost,tree,2,649,519,130,56,5129-185601-qvgdtemg-172-21-0-50,391168,420.9765625,2.877704609125737,1.954436786358173,0.216152754130436,0.8956004953855498,46,10.6964828400005,"{'max_depth': 2, 'learning_rate': 0.0038367990684108934, 'subsample': 0.6217125338635228, 'colsample_bytree': 0.9098960887853138, 'colsample_bylevel': 0.5711573365150386, 'min_child_weight': 0.8809240125866322, 'reg_alpha': 0.0011698619801765358, 'reg_lambda': 0.026421225901651614, 'gamma': 1.3336154502131934}",False,False,,432.67578125,406.0546875,False
space_ga,xgboost,tree,3,2500,2000,500,6,5129-185601-qvgdtemg-172-21-0-50,391171,411.046875,0.1093703209283077,0.0762858866900743,0.7108464516844328,0.5419161344047418,46,19.8474270910001,"{'max_depth': 10, 'learning_rate': 0.05460011097437867, 'subsample': 0.710067890091778, 'colsample_bytree': 0.8281398277988514, 'colsample_bylevel': 0.8254984630400978, 'min_child_weight': 31.569133455049204, 'reg_alpha': 4.582826440440137e-07, 'reg_lambda': 8.366420000543517e-07, 'gamma': 8.069420294177543e-07}",False,False,,411.05078125,405.6015625,False
wave_energy,xgboost,tree,1,2500,2000,500,48,5129-185601-qvgdtemg-172-21-0-50,391188,353.19921875,13468.444304706363,10633.486153999997,0.9840676479518468,0.1214456945684465,91,61.07959820199994,"{'max_depth': 1, 'learning_rate': 0.21630643700823346, 'subsample': 0.7166514261615727, 'colsample_bytree': 0.7841273472892966, 'colsample_bylevel': 0.7374259122920329, 'min_child_weight': 12.75462088199943, 'reg_alpha': 0.25145928816777263, 'reg_lambda': 0.0002483249726233147, 'gamma': 0.10722486529226054}",False,False,,406.2578125,383.859375,False
space_ga,xgboost,tree,4,2500,2000,500,6,5129-185601-qvgdtemg-172-21-0-50,391196,378.21875,0.1345389666125621,0.077359733386102,0.623982958773403,0.6809957034327132,67,20.011958660000342,"{'max_depth': 7, 'learning_rate': 0.05900120071279745, 'subsample': 0.6681384305953498, 'colsample_bytree': 0.935434031038732, 'colsample_bylevel': 0.952198328764561, 'min_child_weight': 14.98397188700398, 'reg_alpha': 1.888607060461861e-06, 'reg_lambda': 0.13190584486674573, 'gamma': 0.00518256831194833}",False,False,,413.515625,413.515625,False
student_performance_por,xgboost,tree,1,649,519,130,56,5129-185601-qvgdtemg-172-21-0-50,391216,395.95703125,2.4808050361435665,1.8391628668858453,0.2492529121176815,0.748741376781523,46,12.957875019999848,"{'max_depth': 5, 'learning_rate': 0.005753516890871157, 'subsample': 0.5072475599536377, 'colsample_bytree': 0.6473428383103907, 'colsample_bylevel': 0.8224276539982203, 'min_child_weight': 0.09026415710514504, 'reg_alpha': 8.046727171940012e-07, 'reg_lambda': 1.141512642344626e-07, 'gamma': 0.026456913275861416}",False,False,,401.34375,401.34375,False
cars,xgboost,tree,0,804,643,161,17,5129-185601-qvgdtemg-172-21-0-50,391161,411.48046875,2277.8084436805448,1641.41110927795,0.9502002868775594,0.2326397714915891,61,7.647195925000233,"{'max_depth': 3, 'learning_rate': 0.052116164496193856, 'subsample': 0.9424308942585533, 'colsample_bytree': 0.7890144903780847, 'colsample_bylevel': 0.6082714742777602, 'min_child_weight': 9.161180652151598e-06, 'reg_alpha': 0.0017319460348322751, 'reg_lambda': 1.28261936882716e-05, 'gamma': 0.0011752517495246496}",False,False,,411.484375,411.484375,False
cars,xgboost,tree,4,804,643,161,17,5129-185601-qvgdtemg-172-21-0-50,391223,434.125,2280.7948190455013,1649.3982385481363,0.9540992025034372,0.2356891312925201,61,5.309321185000044,"{'max_depth': 2, 'learning_rate': 0.3252646882392944, 'subsample': 0.6428401212049356, 'colsample_bytree': 0.7603930318411188, 'colsample_bylevel': 0.7016864281215048, 'min_child_weight': 0.0003655387332948939, 'reg_alpha': 8.445412231401052e-07, 'reg_lambda': 1.1079603484169873, 'gamma': 8.67385907573409e-07}",False,False,,434.12890625,434.12890625,False
white_wine,xgboost,tree,2,2500,2000,500,11,5129-185601-qvgdtemg-172-21-0-50,391180,366.91015625,0.6481768166971057,0.4785457601547241,0.4288533574086952,0.7370454807502385,82,45.12046626699976,"{'max_depth': 10, 'learning_rate': 0.0053208239986555226, 'subsample': 0.9405988087854753, 'colsample_bytree': 0.5473777914136928, 'colsample_bylevel': 0.8115642285041716, 'min_child_weight': 1.1367894494441375, 'reg_alpha': 1.3322154797872402e-07, 'reg_lambda': 2.223532590127983e-06, 'gamma': 4.452033295757321e-06}",False,False,,449.95703125,449.109375,False
forest_fires,xgboost,tree,3,517,413,104,29,5129-185601-qvgdtemg-172-21-0-50,391188,383.921875,24.498347204806738,15.2906512429164,-0.0930751510166567,0.3492953051966598,25,2.3698201900006097,"{'max_depth': 7, 'learning_rate': 0.004276585383872651, 'subsample': 0.9409199312257085, 'colsample_bytree': 0.6579319279051521, 'colsample_bylevel': 0.8108650600755191, 'min_child_weight': 0.27010898663643224, 'reg_alpha': 3.810474685402974e-06, 'reg_lambda': 2.655127188429168, 'gamma': 0.23810245013554956}",False,False,,383.92578125,383.9453125,False
naval_propulsion_plant,xgboost,tree,2,2500,2000,500,14,5129-185601-qvgdtemg-172-21-0-50,391225,351.37109375,0.0022265134614536,0.0013379842147827,0.9781203178869466,0.152043953644714,106,63.42396489099974,"{'max_depth': 5, 'learning_rate': 0.041145692618679584, 'subsample': 0.5780327399591579, 'colsample_bytree': 0.9055438108779815, 'colsample_bylevel': 0.657084185738783, 'min_child_weight': 0.004132285009898055, 'reg_alpha': 0.0009649327474143246, 'reg_lambda': 1.2538262918638434e-07, 'gamma': 2.2078811573082325e-07}",False,False,,401.1328125,383.23828125,False
kings_county,xgboost,tree,1,2500,2000,500,132,5129-185601-qvgdtemg-172-21-0-50,391166,352.65625,112818.11589498844,67002.4026875,0.8823147574083664,0.341122323957342,94,63.86521710800025,"{'max_depth': 4, 'learning_rate': 0.02578193672192995, 'subsample': 0.5778449212059886, 'colsample_bytree': 0.6608406414816619, 'colsample_bylevel': 0.7311437873228792, 'min_child_weight': 0.013593206200912374, 'reg_alpha': 0.2931874965128163, 'reg_lambda': 0.013944570260632824, 'gamma': 0.0003369108040781916}",False,False,,415.95703125,415.95703125,False
student_performance_por,xgboost,tree,0,649,519,130,56,5129-185601-qvgdtemg-172-21-0-50,391210,387.59765625,2.325403645620481,1.8308015676645133,0.2038715752850978,0.6931186011483061,88,14.766567425000176,"{'max_depth': 6, 'learning_rate': 0.005465812446720098, 'subsample': 0.5000556892130374, 'colsample_bytree': 0.5420907107694055, 'colsample_bylevel': 0.7036351353526082, 'min_child_weight': 6.234162822357383e-07, 'reg_alpha': 0.9016500345686526, 'reg_lambda': 0.002948964161572165, 'gamma': 0.001143062585343414}",False,False,,392.796875,392.796875,False
forest_fires,xgboost,tree,0,517,413,104,29,5129-185601-qvgdtemg-172-21-0-50,391167,406.02734375,110.12448138905864,25.00586703667274,-0.0064419265988375,2.4547255101597147,79,3.2195334429998184,"{'max_depth': 3, 'learning_rate': 0.0017819070358562306, 'subsample': 0.8654016064129446, 'colsample_bytree': 0.7315109555079565, 'colsample_bylevel': 0.6860939098087196, 'min_child_weight': 1.5265183524958432, 'reg_alpha': 2.2460039806400316e-07, 'reg_lambda': 0.0002739803402617926, 'gamma': 0.5760889446302031}",False,False,,406.03125,406.03125,False
cars,xgboost,tree,1,804,643,161,17,5129-185601-qvgdtemg-172-21-0-50,391207,436.6875,2151.6586893726712,1552.8968587441773,0.9535397094083444,0.2186860596095563,70,8.752708985999561,"{'max_depth': 4, 'learning_rate': 0.014425581025839011, 'subsample': 0.5824741118835052, 'colsample_bytree': 0.7489396431082297, 'colsample_bylevel': 0.502271807857835, 'min_child_weight': 0.18692127703285732, 'reg_alpha': 0.3815174629749933, 'reg_lambda': 0.0010979563472498688, 'gamma': 1.257994903559857}",False,False,,436.69140625,436.69140625,False
forest_fires,xgboost,tree,4,517,413,104,29,5129-185601-qvgdtemg-172-21-0-50,391196,413.51171875,23.594972427483206,16.44251644831437,-0.0888091886551123,0.336159811421733,49,2.948938695000834,"{'max_depth': 1, 'learning_rate': 0.007544785758104318, 'subsample': 0.7200233595640524, 'colsample_bytree': 0.8471074384124757, 'colsample_bylevel': 0.6645173543294414, 'min_child_weight': 10.628152273221133, 'reg_alpha': 2.9801532207194454, 'reg_lambda': 0.04231268232698468, 'gamma': 0.00035000556462325583}",False,False,,413.515625,413.515625,False
cars,xgboost,tree,2,804,643,161,17,5129-185601-qvgdtemg-172-21-0-50,391156,451.07421875,2262.69256951747,1625.3615003881987,0.9474900865328698,0.2290490156603447,64,9.386047981000049,"{'max_depth': 3, 'learning_rate': 0.012619288661239543, 'subsample': 0.842919898641719, 'colsample_bytree': 0.8671588157409063, 'colsample_bylevel': 0.5427705445351426, 'min_child_weight': 6.924178727525685e-07, 'reg_alpha': 2.8574922765921276, 'reg_lambda': 3.344306180848169e-06, 'gamma': 2.9171775822242333e-06}",False,False,,451.078125,397.43359375,False
forest_fires,xgboost,tree,2,517,413,104,29,5129-185601-qvgdtemg-172-21-0-50,391171,405.59765625,37.49462551120612,19.82140143944667,-0.021174763279528,0.5459918366893592,58,4.297522533999654,"{'max_depth': 1, 'learning_rate': 0.0010009034692663172, 'subsample': 0.6447774675404561, 'colsample_bytree': 0.6401058900635214, 'colsample_bylevel': 0.7048714545214433, 'min_child_weight': 50.98393765295813, 'reg_alpha': 0.06969810984190603, 'reg_lambda': 1.2345436809465204, 'gamma': 0.0050067085336446175}",False,False,,405.6015625,405.6015625,False
cars,xgboost,tree,3,804,643,161,17,5129-185601-qvgdtemg-172-21-0-50,391233,381.328125,2429.236134796093,1703.4195353746115,0.9403955801714896,0.2464626082693813,79,8.75817985500089,"{'max_depth': 3, 'learning_rate': 0.03364503854658152, 'subsample': 0.7393369223694155, 'colsample_bytree': 0.8453440260679032, 'colsample_bylevel': 0.598643827782414, 'min_child_weight': 1.2065721285399627e-06, 'reg_alpha': 0.00033294262216766464, 'reg_lambda': 0.014253501031848283, 'gamma': 9.46509960085545e-05}",False,False,,381.33203125,381.33203125,False
red_wine,xgboost,tree,1,1599,1279,320,11,5129-185601-qvgdtemg-172-21-0-50,391174,453.296875,0.6140508274210732,0.4425523936748504,0.4426528369070663,0.7642522701140837,79,21.121635821000385,"{'max_depth': 9, 'learning_rate': 0.009626565996850495, 'subsample': 0.9097301741935441, 'colsample_bytree': 0.6253113891956039, 'colsample_bylevel': 0.6939241151538026, 'min_child_weight': 4.317526412048701e-07, 'reg_alpha': 4.749901604149563e-05, 'reg_lambda': 0.020223381765807878, 'gamma': 0.061745806963023515}",False,False,,453.3046875,453.3046875,False
